Species,Age,Sex,A:G Ratio,ALT,Albumin,Alk Phos,Amylase,Anion Gap,Bicarbonate,CK,Calcium,Chloride,Cholesterol,Creatinine,Direct Bilirubin,GGT,GLDH,Globulin,Glucose,Indirect Bilirubin,Lipase,Magnesium,Na:K Ratio,Phosphorus,Potassium,Sodium,Total Bilirubin,Total Protein,Urea,3rd space losses,AG acidosis ,AG elevated,AG lowered,ALP elvated,ALP lowered,ALT elevated,ALT lowered,Acid base processes,Acid gain,Acid-base disturbance,Addendum,Addisonian,Albumin elevated,Albumin lowered,Alk phos elevation,Alk phos lowered,Alkalosis,Alterations in portal circulation,Altered lipid metabolism,Amylase elevated,Anal sac adenocarcinoma,Anion gap acidosis,Anion gap elevated,Anorexic,Azotemia,Benign hepatic nodular hyperplasia,Benign nodular hyperplasia of liver,Bicarbonate elevated,Bilateral hydronephrosis,Bilirubin elevated,Blood losses,Body muscle mass/proportion,Bone or steroid-induced isoforms,Brachycephalic syndrome,CGT elevated,CHF,CK elevated,Calcium elevateed,Chloride loss,Cholestastic,Cholestatic disease,Cholesterol.1,Chronic kidney disease,Chronic respiratory acidosis,Concurrent cholestasis,Congenital abnormality,Contraction of gall bladder,Creatinine elevated,Creatinine lowered,Cushing,Diabetes mellitus,Diabetic hepatopathy,Diabetic ketoacidosis,Disorders of lipid metabolism,Diuresis,EPI,Ehrlichiosis,Endocrine disorders,Endocrinopathy,Endoparasites,Enhanced tissue protein catabolism,Fluid dilution,Functional mass lowered,GFR lowered,GGT elevated,GI lymphangiectasia,GLDH elevated,GLDh lowered,Gastrointestial losses,Gastrointestinal bleeding,Gastrointestinal disease,Gastrointestinal losses,Gastrointestinal obstruction,Gastrointestinal stasis,Gastrointestinal tract disease,Globulins elevated,Globulins lowered,Glomerular disease,Glomerular filtration rate lowered,Glomerular renal disease,Glucocorticoid induction,Glucocorticoid therapy,Glucose elevated,Glycosuria,Hemoconcentration,Hemolysis.1,Hemolytic process,Hepatic disease,Hepatic dysfunction,Hepatic enzymes elevated,Hepatic enzymes lowered,Hepatic insufficiency,Hepatic leakage,Hepatic pathology,Hepatic production lowered,Hepatic uptake lowered,Hepatobiliary,Hepatobiliary disease,Hepatocellular function,Hepatocellular injury ,Hepatocellular leakage,Hepatoceyte lipid accumulation,Hepatopathy,Hyperadrenocorticism,Hyperalbuminemia,Hyperamylasemia,Hyperbilirubinemia,Hypercalcemia,Hypercholesterolemia,Hypercortisolemia,Hyperglobulinemia,Hyperglycemia,Hyperhcholesterolemia,Hyperkalemia,Hyperlipasemia,Hypernatremia ,Hyperphosphatemia,Hyperproteinemia ,HypoT4,Hypoadrenocorticism,Hypoalbuminemic,Hypocalcemia ,Hypochloremia,Hypochloremia metabolic alkalosis,Hypochloremic metabolic acidosis,Hypochloremic metabolic alkalosis,Hypocholesterolemia,Hypoglycemia ,Hypokalemia,Hypomagnesemia,Hyponatremia,Hyporexic,Hypothyroidism,Hypoxia,Hypoxic injury,IBD,Immunologic immaturity,Induction,Infectious,Inflammation,Intestinal leakage,Isoforms,Isosthenuria,Ketosis,Lipase elevated,Liver enzymes elevated,Liver insufficiency,Lymphoma,MCS/sarcopenia,Metabolic acidosis,Metabolic alkalosis,Microalbuminuria,Mild hypercholesteremia,Muscle injury,Myocyte injury,Myocyte leakage,Neoplasia,Neoplastic disease ,Neoplastic etiology,Neoplastic involvement of liver,Nodular hepatic hyperplasia,Normophosphatemic hypercalcemia,PLN,PU/PD,Pancreatic leakage,Pancreatitis,Panhypoproteinemia,Pathological etiology,Pathology,Phenobarb therapy,Phenobarbital Tx,Phenobarbital inductio,Phosphorus elevated,Polycystic kidney,Portosystemic circulation,Portosystemic shunt,Post-prandial,Post-prandial elevation,Pre bile acids elevated,Pre/post BA WNL,Protein-losing enteropathy,Proteinuria,Psychogenic,Ratio elevated,Red blood cell elevated,Renal acid retention,Renal albumin lowered,Renal clearance lowered,Renal disease,Renal failure,Renal insufficiency,Renal losses,Renal protein loss,Renal proteinuria,Respiratory acidosis ,Retention ketoacids,Sarcopenia,Selective hypochloremia,Sepsis,Sodium elevated,Steroid-induction,Sub-optimal mineralocorticoid supplementation,Systemic inflammation,Toxicity,Tubulointerstitial disease,UPC elevated,UPC lowered,UTI,Urea elevated,Urea lowered,Volume contraction,Volume depletion,hepatocellular injury
TERRIER GROUP,11.0,Neutered Male,1.2,76,42,852,774,32,23,211,3.13,102,6.71,147,0.6,3,12,35,4.9,0.3,248,0.99,29,1.35,5.2,152,0.9,77,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,7.0,Spayed Female,1.17,28,35,40,878,22,18,269,2.53,112,5.56,93,0.9,4,3,30,4.9,0.6,185,0.8,31,1.25,4.8,147,1.5,65,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUND GROUP,7.0,Neutered Male,1.64,20,41,201,534,24,20,246,2.78,110,4.31,69,0.5,2,2,25,5.7,0.1,185,0.96,30,0.54,5,149,0.6,66,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,8.0,Male,1.52,66,41,58,482,22,21,214,2.85,113,6.89,84,0.6,2,9,27,4.9,1,83,0.83,31,1.34,4.8,151,1.6,68,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,12.0,Spayed Female,1.12,85,37,483,706,25,19,238,2.72,103,9.51,63,0.7,4,48,33,3.1,0,186,1.01,34,1.12,4.2,143,0.7,70,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,10.0,Spayed Female,1.63,87,39,385,594,24,23,84,2.7,107,14.05,63,1,6,24,24,5.6,1.1,115,0.89,30,1.29,4.9,149,2.1,63,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,11.0,Spayed Female,1.48,283,37,44,961,19,18,237,2.6,117,5.56,72,0.7,5,9,25,5.1,0.6,153,0.84,34,1.22,4.4,150,1.3,62,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,11.0,Neutered Male,1.45,307,42,1036,1163,30,22,246,2.78,103,10.75,77,0.3,42,158,29,7,0.8,709,1.05,24,1.71,6.2,149,1.1,71,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,5.0,Spayed Female,1.88,68,45,604,476,29,18,909,2.7,104,8.62,56,0.4,3,10,24,10.1,0.5,85,0.9,28,1.51,5.3,146,0.9,69,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERDING GROUP,5.0,Male,0.93,226,38,277,1266,23,19,336,2.74,111,5.03,89,0.6,1,16,41,3.4,1.6,34,0.94,32,1.53,4.6,148,2.2,79,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUND GROUP,10.0,Spayed Female,1.52,26,35,89,319,20,18,73,2.59,113,3.64,91,0.9,3,2,23,4.1,1.1,183,0.78,31,1.16,4.7,146,2,58,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,5.0,Female,0.88,140,29,363,521,19,15,2018,2.13,112,3.45,33,0,0,14,33,4.7,0.8,73,0.97,33,1.17,4.3,142,0.8,62,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NON-SPORTING GROUP,1.0,Spayed Female,1.23,15,32,48,1385,22,16,275,2.43,112,5.86,45,1.8,0,3,26,3.8,5.4,42,0.84,35,1.3,4.2,146,7.2,58,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,4.0,Female,1.27,73,33,125,331,19,17,8574,2.36,115,6,49,0.5,4,7,26,6.9,0.7,39,0.73,37,0.85,4,147,1.2,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,0.41666666700000005,Male,1.28,118,23,111,317,17,18,1199,2.39,113,6.11,31,0.4,2,8,18,6.9,0,29,0.66,30,2.04,4.8,143,0.4,41,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,8.0,Spayed Female,1.52,21,38,35,520,20,20,72,2.61,112,5.07,84,1.1,3,2,25,5.4,0.2,89,0.85,33,1.18,4.5,147,1.3,63,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,9.0,Male,0.76,27,28,196,1370,25,20,86,2.43,104,11.89,124,0.9,2,2,37,5.3,1.7,110,0.92,29,1.47,4.9,144,2.6,65,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,3.0,Female,1.54,25,43,24,720,22,20,124,2.82,111,6.63,69,0.8,5,3,28,5.6,1.4,46,0.71,30,0.98,4.9,148,2.2,71,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,10.0,Neutered Male,1.31,50,38,72,606,20,24,148,2.66,108,4.84,80,0.6,9,12,29,4.2,0.3,52,0.93,32,1.08,4.6,147,0.9,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,7.0,Neutered Male,1.16,22,36,54,699,22,22,260,2.66,105,7.85,72,0.5,2,4,31,4.7,0,144,0.9,31,1.4,4.7,144,0.5,67,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,13.0,Spayed Female,0.97,48,34,22,855,22,18,177,2.55,111,5.1,71,0.3,4,12,35,5.1,0.4,89,0.8,30,1.03,4.9,146,0.7,69,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,9.0,Neutered Male,1.54,43,37,56,461,21,19,123,2.59,111,6.47,112,0.5,0,6,24,5.1,0.2,55,0.92,32,1.18,4.6,146,0.7,61,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
